Id,SBQQ__Contract__r.ContractNumber,SBQQ__Product__r.Name,Is_Subscription_Valid_Text__c
a6SDo000000lCF3MAM,7072953,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8voMAA,7072956,Dodge Bulletin,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgXIMAY,7072964,DR-W128-GHE,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgcvMAA,7072964,PA Western,001-Component:missing Required by or Required by Product<br>
a6SDo000000lFpLMAU,7072966,US National,Invalid Contract Ref on bundle<br>001-Component:missing Required by or Required by Product<br>
a6SDo000000l8wEMAQ,7072974,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8wMMAQ,7072981,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCF5MAM,7072981,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBKgMAM,7072982,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgQuMAI,7072998,IL Central,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgU4MAI,7072998,IL Southern,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgNbMAI,7072998,MI Southern,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4aCMAQ,7073006,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBLYMA2,7073006,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBLbMAM,7073008,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8x4MAA,7073010,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8x6MAA,7073012,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCFDMA2,7073012,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4peMAA,7073013,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8LlMAI,7073018,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAYrMAM,7073018,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8xQMAQ,7073019,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCFNMA2,7073019,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lFnwMAE,7073033,Canada National,Invalid Contract Ref on bundle<br>001-Component:missing Required by or Required by Product<br>
a6SDo000000lXoyMAE,7073033,Canada National,Invalid Contract Ref on bundle<br>001-Component:missing Required by or Required by Product<br>
a6SDo000000lWhNMAU,7073033,Canada National,Invalid Contract Ref on bundle<br>001-Component:missing Required by or Required by Product<br>
a6SDo000000lJHIMA2,7073033,US National,Invalid Contract Ref on bundle<br>001-Component:missing Required by or Required by Product<br>
a6SDo000000lRm3MAE,7073033,US National,Invalid Contract Ref on bundle<br>001-Component:missing Required by or Required by Product<br>
a6SDo000000l4ZCMAY,7073039,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4PMMAY,7073039,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9ICMAY,7073046,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAskMAE,7073459,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9W6MAI,7073460,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8KjMAI,7073460,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9WPMAY,7073467,Local Construction Potentials,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAtEMAU,7073474,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAtIMAU,7073478,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAzwMAE,7073478,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCEbMAM,7073487,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4RLMAY,7073487,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4RPMAY,7073488,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgP8MAI,7073489,LA Louisiana,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgM2MAI,7073489,TX Texas,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAtmMAE,7073494,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8MCMAY,7073501,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAu8MAE,7073502,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCLFMA2,7073518,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lALwMAM,7073518,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lB9cMAE,7073519,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBldMAE,7073519,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4mbMAA,7073520,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l5FzMAI,7073520,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lB9eMAE,7073521,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBleMAE,7073521,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l2G9MAI,7073523,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBduMAE,7073523,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8bPMAQ,7073523,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBeGMAU,7073533,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAZjMAM,7073535,Accelerate - Outreach,001-Component:missing Required by or Required by Product<br>004-DIM:Missing Price Dimension
a6SDo000000lCLYMA2,7073535,Accelerate - Outreach,001-Component:missing Required by or Required by Product<br>004-DIM:Missing Price Dimension
a6SDo000000l2GKMAY,7073535,Accelerate - Outreach,001-Component:missing Required by or Required by Product<br>004-DIM:Missing Price Dimension
a6SDo000000l5GXMAY,7073538,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBgJMAU,7073541,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lB9xMAE,7073541,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l5H7MAI,7073554,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBx1MAE,7073566,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgXZMAY,7073572,NM New Mexico,001-Component:missing Required by or Required by Product<br>
a6SDo000000sgVkMAI,7073572,TX El Paso,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCn7MAE,7073587,FL Florida,Invalid Contract Ref on bundle<br>001-Component:missing Required by or Required by Product<br>
a6SDo000000lBLxMAM,7073605,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBM2MAM,7073606,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBM5MAM,7073609,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lB7PMAU,7073611,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBMIMA2,7073611,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000sioOMAQ,7073612,DCC 2.0 - News and Plans,001-Component:missing Required by or Required by Product<br>
a6SDo000000sioPMAQ,7073612,DCC 2.0 - News and Plans,001-Component:missing Required by or Required by Product<br>
a6SDo000000scutMAA,7073612,DCC 2.0 - News and Plans,001-Component:missing Required by or Required by Product<br>
a6SDo000000scviMAA,7073612,DCC 2.0 - News and Plans,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBMPMA2,7073615,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBMTMA2,7073618,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4pxMAA,7073619,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lApxMAE,7073620,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8LxMAI,7073620,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8LyMAI,7073621,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lApyMAE,7073621,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9JDMAY,7073625,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAqCMAU,7073626,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBMlMAM,7073627,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l8M4MAI,7073627,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBMmMAM,7073628,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9JGMAY,7073629,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9JHMAY,7073630,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l4qUMAQ,7073633,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9JPMAY,7073634,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAqPMAU,7073636,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAqQMAU,7073637,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9JbMAI,7073638,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBN4MAM,7073639,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBN5MAM,7073640,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAPxMAM,7073642,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQ0MAM,7073643,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9qTMAQ,7073643,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBbcMAE,7073644,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQ3MAM,7073645,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l3sLMAQ,7073647,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000scsRMAQ,7073648,DGN - News and Plans,001-Component:missing Required by or Required by Product<br>
a6SDo000000scsQMAQ,7073648,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000l7hAMAQ,7073648,SpecShare,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQHMA2,7073651,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000scvNMAQ,7073652,DCC - News and Plans,001-Component:missing Required by or Required by Product<br>
a6SDo000000scx1MAA,7073652,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQJMA2,7073653,Accelerate ITB Email Ad,005-1x:Invalid Product for renewal
a6SDo000000l3sVMAQ,7073654,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l63JMAQ,7073656,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l7hLMAQ,7073656,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBbyMAE,7073657,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQbMAM,7073663,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l7hUMAQ,7073664,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l3shMAA,7073665,SmartMarket Publication,005-1x:Invalid Product for renewal
a6SDo000000l7hVMAQ,7073666,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCI0MAM,7073666,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQlMAM,7073668,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQoMAM,7073669,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lCI6MAM,7073669,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQqMAM,7073670,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l3srMAA,7073671,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9qlMAA,7073671,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQrMAM,7073672,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000l7hkMAA,7073673,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lBcBMAU,7073675,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l30xMAA,7073675,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAQwMAM,7073677,Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000l7hqMAA,7073678,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000lAR7MAM,7073681,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
a6SDo000000l9qpMAA,7073681,Blue Book ProView,001-Component:missing Required by or Required by Product<br>
