Id,SBQQ__Contract__r.ContractNumber,Is_Subscription_Valid_Text__c,SBQQ__Product__r.Name
a6SDo000000l6HNMAY,7079667,001-Component:missing Required by or Required by Product<br>,Local Construction Potentials
a6SDo000000sgVxMAI,7079670,001-Component:missing Required by or Required by Product<br>,CA Northern
a6SDo000000sctOMAQ,7079675,001-Component:missing Required by or Required by Product<br>,DCC - Seat(s)
a6SDo000000l6HjMAI,7079675,001-Component:missing Required by or Required by Product<br>,Seats
a6SDo000000l39MMAQ,7079734,001-Component:missing Required by or Required by Product<br>,BI - Buildshare
a6SDo000000l6X8MAI,7079734,001-Component:missing Required by or Required by Product<br>,BI - Marketshare
a6SDo000000l3Z2MAI,7079734,001-Component:missing Required by or Required by Product<br>,BI - Specshare
a6SDo000000sgMEMAY,7080008,001-Component:missing Required by or Required by Product<br>,PITTSBURGH - PA - MSA
a6SDo000000sgVlMAI,7080009,001-Component:missing Required by or Required by Product<br>,OH Columbus
a6SDo000000sgZsMAI,7080018,001-Component:missing Required by or Required by Product<br>,KS Kansas
a6SDo000000sgSnMAI,7080018,001-Component:missing Required by or Required by Product<br>,KS Kansas
a6SDo000000sgSoMAI,7080020,001-Component:missing Required by or Required by Product<br>,CA California
a6SDo000000sgXaMAI,7080020,001-Component:missing Required by or Required by Product<br>,DC District of Columbia
a6SDo000000sgSpMAI,7080020,001-Component:missing Required by or Required by Product<br>,DE Delaware
a6SDo000000sgMGMAY,7080020,001-Component:missing Required by or Required by Product<br>,FL Florida
a6SDo000000sgVmMAI,7080020,001-Component:missing Required by or Required by Product<br>,GA Georgia
a6SDo000000sgMHMAY,7080020,001-Component:missing Required by or Required by Product<br>,IL Illinois
a6SDo000000sgXbMAI,7080020,001-Component:missing Required by or Required by Product<br>,KY Kentucky
a6SDo000000sgSqMAI,7080020,001-Component:missing Required by or Required by Product<br>,NC North Carolina
a6SDo000000sgNqMAI,7080020,001-Component:missing Required by or Required by Product<br>,NJ New Jersey
a6SDo000000sgQyMAI,7080020,001-Component:missing Required by or Required by Product<br>,PA Pennsylvania
a6SDo000000sgMIMAY,7080020,001-Component:missing Required by or Required by Product<br>,SC South Carolina
a6SDo000000sgMJMAY,7080020,001-Component:missing Required by or Required by Product<br>,TN Tennessee
a6SDo000000sgPUMAY,7080020,001-Component:missing Required by or Required by Product<br>,VA Virginia
a6SDo000000sgUeMAI,7080020,001-Component:missing Required by or Required by Product<br>,WV West Virginia
a6SDo000000sgVnMAI,7080032,001-Component:missing Required by or Required by Product<br>,Canada National
a6SDo000000sgZMMAY,7080032,001-Component:missing Required by or Required by Product<br>,Canada National
a6SDo000000sgSrMAI,7080032,001-Component:missing Required by or Required by Product<br>,US National
a6SDo000000sgZqMAI,7080032,001-Component:missing Required by or Required by Product<br>,US National
a6SDo000000sgOXMAY,7080055,001-Component:missing Required by or Required by Product<br>,IL Illinois
a6SDo000000sgXhMAI,7080055,001-Component:missing Required by or Required by Product<br>,IN Indiana
a6SDo000000sgOYMAY,7080055,001-Component:missing Required by or Required by Product<br>,MA Massachusetts
a6SDo000000sgOZMAY,7080055,001-Component:missing Required by or Required by Product<br>,NY New York
a6SDo000000sgXjMAI,7080055,001-Component:missing Required by or Required by Product<br>,OH Ohio
a6SDo000000sgXkMAI,7080055,001-Component:missing Required by or Required by Product<br>,PA Pennsylvania
a6SDo000000sgUFMAY,7080055,001-Component:missing Required by or Required by Product<br>,WM-SW08
a6SDo000000sgXlMAI,7080055,001-Component:missing Required by or Required by Product<br>,WM-SW08
a6SDo000000sgR1MAI,7080055,001-Component:missing Required by or Required by Product<br>,WM-SW08
a6SDo000000sgXiMAI,7080055,001-Component:missing Required by or Required by Product<br>,WM-SW08
a6SDo000000sgeDMAQ,7080084,001-Component:missing Required by or Required by Product<br>,DR-F936-E
a6SDo000000sgewMAA,7080084,001-Component:missing Required by or Required by Product<br>,DR-F936-E
a6SDo000000sgeXMAQ,7080084,001-Component:missing Required by or Required by Product<br>,DR-F936-E
a6SDo000000sgeuMAA,7080084,001-Component:missing Required by or Required by Product<br>,DR-F936-E
a6SDo000000sgeoMAA,7080084,001-Component:missing Required by or Required by Product<br>,DR-F936-E
a6SDo000000sgdaMAA,7080084,001-Component:missing Required by or Required by Product<br>,DR-F936-E
a6SDo000000lD0HMAU,7080345,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - ARIZONA
a6SDo000000lD1lMAE,7080379,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - ARIZONA - FPF ELECTRONIC ONLY
a6SDo000000sgUSMAY,7080381,001-Component:missing Required by or Required by Product<br>,IN Indy South
a6SDo000000sgPdMAI,7080381,001-Component:missing Required by or Required by Product<br>,KY Kentucky
a6SDo000000sgVzMAI,7080381,001-Component:missing Required by or Required by Product<br>,TN Nashville
a6SDo000000sgNyMAI,7080436,001-Component:missing Required by or Required by Product<br>,CINCINNATI - OK-KY-IN - MSA
a6SDo000000sgPgMAI,7080450,001-Component:missing Required by or Required by Product<br>,IN Indiana
a6SDo000000sgMZMAY,7080450,001-Component:missing Required by or Required by Product<br>,MO Missouri
a6SDo000000sgPhMAI,7080450,001-Component:missing Required by or Required by Product<br>,OH Ohio
a6SDo000000sgMaMAI,7080450,001-Component:missing Required by or Required by Product<br>,TN Tennessee
a6SDo000000lDVcMAM,7080484,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - MAHONING VALLEY NORTH OH-PA AREA
a6SDo000000lFYOMA2,7080484,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - PITTSBURGH PA & VIC
a6SDo000000sgPVMAY,7080484,001-Component:missing Required by or Required by Product<br>,SOMERSET
a6SDo000000sgXnMAI,7080491,001-Component:missing Required by or Required by Product<br>,MS Mississippi
a6SDo000000l24IMAQ,7080495,001-Component:missing Required by or Required by Product<br>,Dodge Bulletin
a6SDo000000sgORMAY,7080535,001-Component:missing Required by or Required by Product<br>,CA San Fran w Extra
a6SDo000000sgYuMAI,7080580,001-Component:missing Required by or Required by Product<br>,DR-C570-GE
a6SDo000000sgY1MAI,7080580,001-Component:missing Required by or Required by Product<br>,DR-C570-GE
a6SDo000000sgMcMAI,7080580,001-Component:missing Required by or Required by Product<br>,US National
a6SDo000000sgalMAA,7080580,001-Component:missing Required by or Required by Product<br>,US National
a6SDo000000l6qdMAA,7080633,001-Component:missing Required by or Required by Product<br>,Local Construction Potentials
a6SDo000000sgSlMAI,7080663,001-Component:missing Required by or Required by Product<br>,DR-O039-GHE
a6SDo000000sgO0MAI,7080663,001-Component:missing Required by or Required by Product<br>,DR-O039-GHE
a6SDo000000sgW7MAI,7080663,001-Component:missing Required by or Required by Product<br>,DR-O039-GHE
a6SDo000000sgSmMAI,7080663,001-Component:missing Required by or Required by Product<br>,DR-O039-GHE
a6SDo000000sgW8MAI,7080663,001-Component:missing Required by or Required by Product<br>,DR-O039-GHE
a6SDo000000sgYwMAI,7080673,001-Component:missing Required by or Required by Product<br>,CARIBBEAN
a6SDo000000sgY0MAI,7080673,001-Component:missing Required by or Required by Product<br>,CARIBBEAN
a6SDo000000sgcTMAQ,7080680,001-Component:missing Required by or Required by Product<br>,UT Utah
a6SDo000000sgduMAA,7080683,001-Component:missing Required by or Required by Product<br>,DR-G069-GHE
a6SDo000000sgdHMAQ,7080683,001-Component:missing Required by or Required by Product<br>,DR-G069-GHE
a6SDo000000sgcLMAQ,7080683,001-Component:missing Required by or Required by Product<br>,DR-G069-GHE
a6SDo000000sgSTMAY,7080689,001-Component:missing Required by or Required by Product<br>,MN Minnesota
a6SDo000000sgXoMAI,7080693,001-Component:missing Required by or Required by Product<br>,LA New Orleans
a6SDo000000lD0FMAU,7080700,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - NORFOLK VIRGINIA & VICINITY
a6SDo000000sgOTMAY,7080708,001-Component:missing Required by or Required by Product<br>,GA Augusta
a6SDo000000lCzcMAE,7080717,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - SOUTHWEST PENNSYLVANIA
a6SDo000000l1tJMAQ,7080719,001-Component:missing Required by or Required by Product<br>,Dodge Bulletin
a6SDo000000sgSYMAY,7080931,001-Component:missing Required by or Required by Product<br>,LA Louisiana
a6SDo000000sgR7MAI,7081001,001-Component:missing Required by or Required by Product<br>,AR Arkansas
a6SDo000000sgW0MAI,7081001,001-Component:missing Required by or Required by Product<br>,GA Georgia
a6SDo000000sgUTMAY,7081001,001-Component:missing Required by or Required by Product<br>,KY Kentucky
a6SDo000000sgMXMAY,7081001,001-Component:missing Required by or Required by Product<br>,TN Tennessee
a6SDo000000sgSfMAI,7081001,001-Component:missing Required by or Required by Product<br>,TX Texas
a6SDo000000sgUUMAY,7081001,001-Component:missing Required by or Required by Product<br>,VA Virginia
a6SDo000000sgSeMAI,7081001,001-Component:missing Required by or Required by Product<br>,WV West Virginia
a6SDo000000l3qdMAA,7081013,001-Component:missing Required by or Required by Product<br>,MetroInsight
a6SDo000000sgW2MAI,7081041,001-Component:missing Required by or Required by Product<br>,CO Colorado
a6SDo000000l77mMAA,7081115,001-Component:missing Required by or Required by Product<br>004-DIM:Missing Price Dimension,Dodge Global Network Business Intelligence
a6SDo000000lCSqMAM,7081115,001-Component:missing Required by or Required by Product<br>004-DIM:Missing Price Dimension,Dodge Global Network Business Intelligence
a6SDo000000scvlMAA,7081321,001-Component:missing Required by or Required by Product<br>,DGN - News and Plans
a6SDo000000sctRMAQ,7081321,001-Component:missing Required by or Required by Product<br>,DGN - News and Plans
a6SDo000000scvmMAA,7081321,001-Component:missing Required by or Required by Product<br>,Output Lines
a6SDo000000scuwMAA,7081321,001-Component:missing Required by or Required by Product<br>,Output Lines
a6SDo000000scxLMAQ,7081321,001-Component:missing Required by or Required by Product<br>,Seats
a6SDo000000scrwMAA,7081321,001-Component:missing Required by or Required by Product<br>,Seats
a6SDo000000sgO3MAI,7081322,001-Component:missing Required by or Required by Product<br>,MD Hagerstown
a6SDo000000sgWBMAY,7081322,001-Component:missing Required by or Required by Product<br>,PA Pennsylvania
a6SDo000000l78vMAA,7081338,001-Component:missing Required by or Required by Product<br>,Seats
a6SDo000000sgXvMAI,7081364,001-Component:missing Required by or Required by Product<br>,AZ Arizona
a6SDo000000sgNuMAI,7081364,001-Component:missing Required by or Required by Product<br>,CA Northern
a6SDo000000sgMTMAY,7081364,001-Component:missing Required by or Required by Product<br>,ID Idaho
a6SDo000000sgWJMAY,7081364,001-Component:missing Required by or Required by Product<br>,MT Montana
a6SDo000000sgNvMAI,7081364,001-Component:missing Required by or Required by Product<br>,OR Oregon
a6SDo000000sgUOMAY,7081364,001-Component:missing Required by or Required by Product<br>,UT Utah
a6SDo000000sgb5MAA,7081370,001-Component:missing Required by or Required by Product<br>,TX Austin
a6SDo000000sgMUMAY,7081370,001-Component:missing Required by or Required by Product<br>,TX Austin
a6SDo000000sgaaMAA,7081370,001-Component:missing Required by or Required by Product<br>,TX Austin
a6SDo000000sgaOMAQ,7081370,001-Component:missing Required by or Required by Product<br>,TX Laredo
a6SDo000000sgPcMAI,7081370,001-Component:missing Required by or Required by Product<br>,TX Laredo
a6SDo000000sgbGMAQ,7081370,001-Component:missing Required by or Required by Product<br>,TX Laredo
a6SDo000000sgNwMAI,7081371,001-Component:missing Required by or Required by Product<br>,WM-TW01
a6SDo000000lD1gMAE,7081372,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - ***FPF*** - ELECTRONIC ONLY - NORTHWEST TEXAS
a6SDo000000sgSbMAI,7081375,001-Component:missing Required by or Required by Product<br>,DALLAS-FORT WORTH-ARLINGTON - TX - MSA
a6SDo000000scuuMAA,7081461,001-Component:missing Required by or Required by Product<br>,DGN - News and Plans
a6SDo000000scvkMAA,7081461,001-Component:missing Required by or Required by Product<br>,DGN - News and Plans
a6SDo000000l6VpMAI,7081461,001-Component:missing Required by or Required by Product<br>,Seats
a6SDo000000l515MAA,7081461,001-Component:missing Required by or Required by Product<br>,Seats
a6SDo000000l6VqMAI,7081461,001-Component:missing Required by or Required by Product<br>,SpecShare
a6SDo000000l516MAA,7081461,001-Component:missing Required by or Required by Product<br>,SpecShare
a6SDo000000sgMbMAI,7081497,001-Component:missing Required by or Required by Product<br>,OH Ohio
a6SDo000000l4IFMAY,7081719,001-Component:missing Required by or Required by Product<br>,MetroInsight
a6SDo000000sctQMAQ,7081720,001-Component:missing Required by or Required by Product<br>,BI - Buildshare
a6SDo000000sgY6MAI,7081732,001-Component:missing Required by or Required by Product<br>,LAS VEGAS-HENDERSON-PARADISE - NV - MSA
a6SDo000000l6bhMAA,7081780,001-Component:missing Required by or Required by Product<br>,MetroInsight
a6SDo000000l5P2MAI,7081780,001-Component:missing Required by or Required by Product<br>,MetroInsight
a6SDo000000l7KgMAI,7081780,001-Component:missing Required by or Required by Product<br>,MetroInsight
a6SDo000000l55fMAA,7081795,001-Component:missing Required by or Required by Product<br>,MetroInsight
a6SDo000000l2vGMAQ,7081844,001-Component:missing Required by or Required by Product<br>,User Licenses
a6SDo000000sgUQMAY,7082114,001-Component:missing Required by or Required by Product<br>,LA Baton Rouge
a6SDo000000sgYJMAY,7082114,001-Component:missing Required by or Required by Product<br>,LA New Orleans
a6SDo000000l42zMAA,7082268,001-Component:missing Required by or Required by Product<br>,Seats
a6SDo000000sgUaMAI,7082284,001-Component:missing Required by or Required by Product<br>,OH Columbus
a6SDo000000sgY4MAI,7082576,001-Component:missing Required by or Required by Product<br>,MIDWEST - REGION
a6SDo000000sgY7MAI,7082666,001-Component:missing Required by or Required by Product<br>,NY Central
a6SDo000000lFEgMAM,7082958,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - FLORIDA
a6SDo000000lOoiMAE,7082958,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - FLORIDA
a6SDo000000lTL8MAM,7082958,001-Component:missing Required by or Required by Product<br>,CUSTOM LEGACY PKG - FLORIDA
a6SDo000000sgW5MAI,7082990,001-Component:missing Required by or Required by Product<br>,AZ Arizona
a6SDo000000sgUXMAY,7083002,001-Component:missing Required by or Required by Product<br>,LA Louisiana
