Id,BB_Stats__c,Account_Number__c,BB_Last_Sync_Date__c,NS_Invoice_Due_Date__c,BB_Account__c,BB_Account_Sequence__c,Revenue_Account_ID__c,NS_Invoice_Amt_Due__c
0013i00002KrYOGAA3,604181,,,,604181,604181-0,,0
0013i00002KrYOHAA3,604186,,,,604186,604186-0,,0
0013i00002KrYOIAA3,604187,,,,604187,604187-0,,0
0013i00002KrYOJAA3,604190,,,,604190,604190-0,,0
0013i00002KrYOKAA3,604191,,,,604191,604191-0,,0
0013i00002KrYOLAA3,604192,,,,604192,604192-0,,0
0013i00002KrYOMAA3,604193,,,,604193,604193-0,,0
0013i00002KrYONAA3,604194,,,,604194,604194-0,,0
0013i00002KrYOOAA3,604196,,,,604196,604196-0,,0
0013i00002KrYOPAA3,604209,,,,604209,604209-0,,0
0013i00002KrYOQAA3,604210,,,,604210,604210-0,,0
0013i00002KrYORAA3,604211,,,,604211,604211-0,,0
0013i00002KrYOSAA3,604216,,,,604216,604216-0,,0
0013i00002KrYOTAA3,604218,,,,604218,604218-0,,0
0013i00002KrYOUAA3,604221,,,,604221,604221-0,,0
0013i00002KrYOWAA3,604223,,,,604223,604223-0,,0
0013i00002KrYOYAA3,604226,,,,604226,604226-0,,0
0013i00002KrYOZAA3,604228,,,,604228,604228-0,,0
0013i00002KrYOaAAN,604233,,,,604233,604233-0,,0
0013i00002KrYObAAN,604235,,,,604235,604235-0,,0
0013i00002KrYOcAAN,604236,,,,604236,604236-0,,0
0013i00002KrYOdAAN,604237,,,,604237,604237-0,,0
0013i00002KrYOeAAN,604244,,,,604244,604244-0,,0
0013i00002KrYOfAAN,604248,,,,604248,604248-0,,0
0013i00002KrYOgAAN,604253,,,,604253,604253-0,,0
0013i00002KrYOiAAN,604262,,,,604262,604262-0,,0
0013i00002KrYOjAAN,604264,,,,604264,604264-0,,0
0013i00002KrYOkAAN,604265,,,,604265,604265-0,,0
0013i00002KrYOlAAN,604267,,,,604267,604267-0,,0
0013i00002KrYOmAAN,604268,,,,604268,604268-0,,0
0013i00002KrYOnAAN,604269,,,,604269,604269-0,,0
0013i00002KrYOoAAN,604270,,,,604270,604270-0,,0
0013i00002KrYOpAAN,604272,,,,604272,604272-0,,0
0013i00002KrYOqAAN,604273,,,,604273,604273-0,,0
0013i00002KrYOrAAN,604277,,,,604277,604277-0,,0
0013i00002KrYOsAAN,604281,,,,604281,604281-0,,0
0013i00002KrYOtAAN,604288,,,,604288,604288-0,,0
0013i00002KrYRjAAN,604290,,,,604290,604290-0,,0
0013i00002KrYRkAAN,604295,,,,604295,604295-0,,0
0013i00002KrYRlAAN,604297,,,,604297,604297-0,,0
0013i00002KrYRmAAN,604298,,,,604298,604298-0,,0
0013i00002KrYRnAAN,604302,,,,604302,604302-0,,0
0013i00002KrYRoAAN,604306,,,,604306,604306-0,,0
0013i00002KrYRpAAN,604307,,,,604307,604307-0,,0
0013i00002KrYRqAAN,604309,,,,604309,604309-0,,0
0013i00002KrYRrAAN,604312,,,,604312,604312-0,,0
0013i00002KrYRsAAN,604314,,,,604314,604314-0,,0
0013i00002KrYRtAAN,604315,,,,604315,604315-0,,0
0013i00002KrYRuAAN,604317,,,,604317,604317-0,,0
0013i00002KrYRvAAN,604321,,,,604321,604321-0,,0
0013i00002KrYRwAAN,604337,,,,604337,604337-0,,0
0013i00002KrYRxAAN,604339,,,,604339,604339-0,,0
0013i00002KrYRyAAN,604340,,,,604340,604340-0,,0
0013i00002KrYRzAAN,604341,,,,604341,604341-0,,0
0013i00002KrYS0AAN,604343,,,,604343,604343-0,,0
0013i00002KrYS1AAN,604346,,,,604346,604346-0,,0
0013i00002KrYS2AAN,604349,,,,604349,604349-0,,0
0013i00002KrYS4AAN,604353,,,,604353,604353-0,,0
0013i00002KrYS5AAN,604355,,,,604355,604355-0,,0
0013i00002KrYS6AAN,604356,,,,604356,604356-0,,0
0013i00002KrYS7AAN,604357,,,,604357,604357-0,,0
0013i00002KrYS8AAN,604359,,,,604359,604359-0,,0
0013i00002KrYS9AAN,604360,,,,604360,604360-0,,0
0013i00002KrYSAAA3,604367,,,,604367,604367-0,,0
0013i00002KrYSBAA3,604379,,,,604379,604379-0,,0
0013i00002KrYSCAA3,604380,,,,604380,604380-0,,0
0013i00002KrYSEAA3,604387,,,,604387,604387-0,,0
0013i00002KrYSGAA3,604391,,,,604391,604391-0,,0
0013i00002KrYSHAA3,604392,,,,604392,604392-0,,0
0013i00002KrYSIAA3,604396,,,,604396,604396-0,,0
0013i00002KrYSJAA3,604397,,,,604397,604397-0,,0
0013i00002KrYSKAA3,604398,,,,604398,604398-0,,0
0013i00002KrYSLAA3,604400,,,,604400,604400-0,,0
0013i00002KrYSMAA3,604402,,,,604402,604402-0,,0
0013i00002KrYSNAA3,604411,,,,604411,604411-0,,0
0013i00002KrYSOAA3,604416,,,,604416,604416-0,,0
0013i00002KrYSPAA3,604421,,,,604421,604421-0,,0
0013i00002KrYSQAA3,604423,,,,604423,604423-0,,0
0013i00002KrYSRAA3,604425,,,,604425,604425-0,,0
0013i00002KrYSSAA3,604427,,,,604427,604427-0,,0
0013i00002KrYSUAA3,604438,,,,604438,604438-0,,0
0013i00002KrYSWAA3,604440,,,,604440,604440-0,,0
0013i00002KrYSXAA3,604442,,,,604442,604442-0,,0
0013i00002KrYSYAA3,604443,,,,604443,604443-0,,0
0013i00002KrYSZAA3,604444,,,,604444,604444-0,,0
0013i00002KrYSaAAN,604449,,,,604449,604449-0,,0
0013i00002KrYSbAAN,604450,,,,604450,604450-0,,0
0013i00002KrYScAAN,604451,,,,604451,604451-0,,0
0013i00002KrYSdAAN,604455,,,,604455,604455-0,,0
0013i00002KrYSgAAN,604464,,,,604464,604464-0,,0
0013i00002KrYShAAN,604471,,,,604471,604471-0,,0
0013i00002KrYSiAAN,604473,,,,604473,604473-0,,0
0013i00002KrYSjAAN,604478,,,,604478,604478-0,,0
0013i00002KrYSkAAN,604481,,,,604481,604481-0,,0
0013i00002KrYSlAAN,604488,,,,604488,604488-0,,0
0013i00002KrYSmAAN,604490,,,,604490,604490-0,,0
0013i00002KrYSnAAN,604493,,,,604493,604493-0,,0
0013i00002KrYSoAAN,604506,,,,604506,604506-0,,0
0013i00002KrYSpAAN,604508,,,,604508,604508-0,,0
0013i00002KrYSqAAN,604509,,,,604509,604509-0,,0
0013i00002KrYSrAAN,604510,,,,604510,604510-0,,0
0013i00002KrYSsAAN,604512,,,,604512,604512-0,,0
0013i00002KrYStAAN,604513,,,,604513,604513-0,,0
0013i00002KrYSuAAN,604516,,,,604516,604516-0,,0
0013i00002KrYSwAAN,604520,,,,604520,604520-0,,0
0013i00002KrYSyAAN,604522,,,,604522,604522-0,,0
0013i00002KrYSzAAN,604524,,,,604524,604524-0,,0
0013i00002KrYT0AAN,604525,,,,604525,604525-0,,0
0013i00002KrYT1AAN,604530,,,,604530,604530-0,,0
0013i00002KrYT2AAN,604535,,,,604535,604535-0,,0
0013i00002KrYT3AAN,604537,,,,604537,604537-0,,0
0013i00002KrYT4AAN,604539,,,,604539,604539-0,,0
0013i00002KrYT6AAN,604543,,,,604543,604543-0,,0
0013i00002KrYT8AAN,604545,,,,604545,604545-0,,0
0013i00002KrYT9AAN,604546,,,,604546,604546-0,,0
0013i00002KrYTAAA3,604548,,,,604548,604548-0,,0
0013i00002KrYTBAA3,604551,,,,604551,604551-0,,0
0013i00002KrYTCAA3,604555,,,,604555,604555-0,,0
0013i00002KrYTDAA3,604557,,,,604557,604557-0,,0
0013i00002KrYTEAA3,604560,,,,604560,604560-0,,0
0013i00002KrYTFAA3,604561,,,,604561,604561-0,,0
0013i00002KrYTGAA3,604574,,,,604574,604574-0,,0
0013i00002KrYTHAA3,604580,,,,604580,604580-0,,0
0013i00002KrYTIAA3,604582,,,,604582,604582-0,,0
0013i00002KrYTJAA3,604585,,,,604585,604585-0,,0
0013i00002KrYTKAA3,604594,,,,604594,604594-0,,0
0013i00002KrYTLAA3,604597,,,,604597,604597-0,,0
0013i00002KrYTMAA3,604604,,,,604604,604604-0,,0
0013i00002KrYTNAA3,604609,,,,604609,604609-0,,0
0013i00002KrYTOAA3,604610,,,,604610,604610-0,,0
0013i00002KrYTPAA3,604611,,,,604611,604611-0,,0
0013i00002KrYTQAA3,604613,,,,604613,604613-0,,0
0013i00002KrYTRAA3,604617,,,,604617,604617-0,,0
0013i00002KrYTSAA3,604626,,,,604626,604626-0,,0
0013i00002KrYTTAA3,604627,,,,604627,604627-0,,0
0013i00002KrYTUAA3,604628,,,,604628,604628-0,,0
0013i00002KrYTVAA3,604630,,,,604630,604630-0,,0
0013i00002KrYTXAA3,604639,,,,604639,604639-0,,0
0013i00002KrYTaAAN,604644,,,,604644,604644-0,,0
0013i00002KrYTbAAN,604649,,,,604649,604649-0,,0
0013i00002KrYTcAAN,604650,,,,604650,604650-0,,0
0013i00002KrYTdAAN,604651,,,,604651,604651-0,,0
0013i00002KrYTeAAN,604657,,,,604657,604657-0,,0
0013i00002KrYTfAAN,604659,,,,604659,604659-0,,0
0013i00002KrYTgAAN,604664,,,,604664,604664-0,,0
0013i00002KrYThAAN,604668,,,,604668,604668-0,,0
0013i00002KrYTiAAN,604671,,,,604671,604671-0,,0
0013i00002KrYTjAAN,604672,,,,604672,604672-0,,0
0013i00002KrYTkAAN,604679,,,,604679,604679-0,,0
0013i00002KrYTlAAN,604681,,,,604681,604681-0,,0
0013i00002KrYTmAAN,604683,,,,604683,604683-0,,0
0013i00002KrYTnAAN,604687,,,,604687,604687-0,,0
0013i00002KrYToAAN,604701,,,,604701,604701-0,,0
0013i00002KrYTpAAN,604702,,,,604702,604702-0,,0
0013i00002KrYTqAAN,604703,,,,604703,604703-0,,0
0013i00002KrYTrAAN,604704,,,,604704,604704-0,,0
0013i00002KrYTsAAN,604707,,,,604707,604707-0,,0
0013i00002KrYTtAAN,604708,,,,604708,604708-0,,0
0013i00002KrYTuAAN,604710,,,,604710,604710-0,,0
0013i00002KrYTvAAN,604711,,,,604711,604711-0,,0
0013i00002KrYTwAAN,604714,,,,604714,604714-0,,0
0013i00002KrYTyAAN,604718,,,,604718,604718-0,,0
0013i00002KrYTzAAN,604722,,,,604722,604722-0,,0
0013i00002KrYU1AAN,604725,,,,604725,604725-0,,0
0013i00002KrYU2AAN,604726,,,,604726,604726-0,,0
0013i00002KrYU5AAN,604731,,,,604731,604731-0,,0
0013i00002KrYU6AAN,604732,,,,604732,604732-0,,0
0013i00002KrYU7AAN,604734,,,,604734,604734-0,,0
0013i00002KrYU8AAN,604735,,,,604735,604735-0,,0
0013i00002KrYUAAA3,604737,,,,604737,604737-0,,0
0013i00002KrYUBAA3,604740,,,,604740,604740-0,,0
0013i00002KrYUCAA3,604744,,,,604744,604744-0,,0
0013i00002KrYUDAA3,604755,,,,604755,604755-0,,0
0013i00002KrYUEAA3,604761,,,,604761,604761-0,,0
0013i00002KrYUFAA3,604763,,,,604763,604763-0,,0
0013i00002KrYUGAA3,604764,,,,604764,604764-0,,0
0013i00002KrYUHAA3,604775,,,,604775,604775-0,,0
0013i00002KrYUIAA3,604779,,,,604779,604779-0,,0
0013i00002KrYUJAA3,604783,,,,604783,604783-0,,0
0013i00002KrYUKAA3,604787,,,,604787,604787-0,,0
0013i00002KrYULAA3,604788,,,,604788,604788-0,,0
0013i00002KrYUMAA3,604789,,,,604789,604789-0,,0
0013i00002KrYUNAA3,604793,,,,604793,604793-0,,0
0013i00002KrYUOAA3,604794,,,,604794,604794-0,,0
0013i00002KrYUPAA3,604797,,,,604797,604797-0,,0
0013i00002KrYUQAA3,604801,,,,604801,604801-0,,0
0013i00002KrYURAA3,604802,,,,604802,604802-0,,0
0013i00002KrYUSAA3,604804,,,,604804,604804-0,,0
0013i00002KrYUTAA3,604805,,,,604805,604805-0,,0
0013i00002KrYUUAA3,604808,,,,604808,604808-0,,0
0013i00002KrYUVAA3,604818,,,,604818,604818-0,,0
0013i00002KrYUXAA3,604825,,,,604825,604825-0,,0
0013i00002KrYX6AAN,604828,,,,604828,604828-0,,0
0013i00002KrYX7AAN,604829,,,,604829,604829-0,,0
0013i00002KrYX9AAN,604836,,,,604836,604836-0,,0
0013i00002KrYXAAA3,604837,,,,604837,604837-0,,0
0013i00002KrYXBAA3,604849,,,,604849,604849-0,,0
0013i00002KrYXCAA3,604851,,,,604851,604851-0,,0
0013i00002KrYXDAA3,604852,,,,604852,604852-0,,0
0013i00002KrYXEAA3,604853,,,,604853,604853-0,,0
0013i00002KrYXFAA3,604858,,,,604858,604858-0,,0
0013i00002KrYXHAA3,604863,,,,604863,604863-0,,0
0013i00002KrYXIAA3,604867,,,,604867,604867-0,,0
0013i00002KrYXJAA3,604868,,,,604868,604868-0,,0
0013i00002KrYXKAA3,604869,,,,604869,604869-0,,0
0013i00002KrYXLAA3,604872,,,,604872,604872-0,,0
0013i00002KrYXMAA3,604874,,,,604874,604874-0,,0
0013i00002KrYXNAA3,604876,,,,604876,604876-0,,0
0013i00002KrYXOAA3,604883,,,,604883,604883-0,,0
0013i00002KrYXPAA3,604887,,,,604887,604887-0,,0
0013i00002KrYXQAA3,604889,,,,604889,604889-0,,0
0013i00002KrYXRAA3,604890,,,,604890,604890-0,,0
0013i00002KrYXSAA3,604891,,,,604891,604891-0,,0
0013i00002KrYXTAA3,604892,,,,604892,604892-0,,0
0013i00002KrYXUAA3,604893,,,,604893,604893-0,,0
0013i00002KrYXVAA3,604896,,,,604896,604896-0,,0
0013i00002KrYXXAA3,604901,,,,604901,604901-0,,0
0013i00002KrYXYAA3,604905,,,,604905,604905-0,,0
0013i00002KrYXaAAN,604909,,,,604909,604909-0,,0
0013i00002KrYXbAAN,604920,,,,604920,604920-0,,0
0013i00002KrYXcAAN,604922,,,,604922,604922-0,,0
0013i00002KrYXdAAN,604928,,,,604928,604928-0,,0
0013i00002KrYXeAAN,604929,,,,604929,604929-0,,0
0013i00002KrYXfAAN,604930,,,,604930,604930-0,,0
0013i00002KrYXgAAN,604939,,,,604939,604939-0,,0
0013i00002KrYXhAAN,604950,,,,604950,604950-0,,0
0013i00002KrYXiAAN,604959,,,,604959,604959-0,,0
0013i00002KrYXjAAN,604960,,,,604960,604960-0,,0
0013i00002KrYXkAAN,604962,,,,604962,604962-0,,0
0013i00002KrYXmAAN,604971,,,,604971,604971-0,,0
0013i00002KrYXnAAN,604972,,,,604972,604972-0,,0
0013i00002KrYXoAAN,604974,,,,604974,604974-0,,0
0013i00002KrYXpAAN,604981,,,,604981,604981-0,,0
0013i00002KrYXqAAN,604986,,,,604986,604986-0,,0
0013i00002KrYXrAAN,604987,,,,604987,604987-0,,0
0013i00002KrYXsAAN,604991,,,,604991,604991-0,,0
0013i00002KrYXtAAN,604994,,,,604994,604994-0,,0
0013i00002KrYXvAAN,604996,,,,604996,604996-0,,0
0013i00002KrYXwAAN,604998,,,,604998,604998-0,,0
0013i00002KrYXxAAN,604999,,,,604999,604999-0,,0
0013i00002KrYXyAAN,605001,,,,605001,605001-0,,0
0013i00002KrYXzAAN,605005,,,,605005,605005-0,,0
0013i00002KrYY0AAN,605006,,,,605006,605006-0,,0
0013i00002KrYY1AAN,605007,,,,605007,605007-0,,0
0013i00002KrYY2AAN,605009,,,,605009,605009-0,,0
0013i00002KrYY3AAN,605013,,,,605013,605013-0,,0
0013i00002KrYY4AAN,605014,,,,605014,605014-0,,0
0013i00002KrYY5AAN,605019,,,,605019,605019-0,,0
0013i00002KrYY6AAN,605032,,,,605032,605032-0,,0
0013i00002KrYY7AAN,605034,,,,605034,605034-0,,0
0013i00002KrYY8AAN,605038,,,,605038,605038-0,,0
0013i00002KrYYAAA3,605046,,,,605046,605046-0,,0
0013i00002KrYYBAA3,605050,,,,605050,605050-0,,0
0013i00002KrYYCAA3,605058,,,,605058,605058-0,,0
0013i00002KrYYDAA3,605062,,,,605062,605062-0,,0
0013i00002KrYYEAA3,605063,,,,605063,605063-0,,0
0013i00002KrYYFAA3,605070,,,,605070,605070-0,,0
0013i00002KrYYGAA3,605074,,,,605074,605074-0,,0
0013i00002KrYYIAA3,605111,,,,605111,605111-0,,0
0013i00002KrYYJAA3,605112,,,,605112,605112-0,,0
0013i00002KrYYKAA3,605113,,,,605113,605113-0,,0
0013i00002KrYYMAA3,605128,,,,605128,605128-0,,0
0013i00002KrYYNAA3,605132,,,,605132,605132-0,,0
0013i00002KrYYOAA3,605133,,,,605133,605133-0,,0
0013i00002KrYYPAA3,605137,,,,605137,605137-0,,0
0013i00002KrYYQAA3,605153,,,,605153,605153-0,,0
0013i00002KrYYRAA3,605156,,,,605156,605156-0,,0
0013i00002KrYYSAA3,605161,,,,605161,605161-0,,0
0013i00002KrYYTAA3,605162,,,,605162,605162-0,,0
0013i00002KrYYUAA3,605165,,,,605165,605165-0,,0
0013i00002KrYYVAA3,605166,,,,605166,605166-0,,0
0013i00002KrYYWAA3,605170,,,,605170,605170-0,,0
0013i00002KrYYXAA3,605179,,,,605179,605179-0,,0
0013i00002KrYYYAA3,605180,,,,605180,605180-0,,0
0013i00002KrYYZAA3,605183,,,,605183,605183-0,,0
0013i00002KrYYaAAN,605186,,,,605186,605186-0,,0
0013i00002KrYYbAAN,605187,,,2023-06-01,605187,605187-0,,366.7
0013i00002KrYYcAAN,605189,,,,605189,605189-0,,0
0013i00002KrYYdAAN,605193,,,,605193,605193-0,,0
0013i00002KrYYeAAN,605196,,,,605196,605196-0,,0
0013i00002KrYYfAAN,605201,,,,605201,605201-0,,0
0013i00002KrYYgAAN,605212,,,,605212,605212-0,,0
0013i00002KrYYhAAN,605215,,,,605215,605215-0,,0
0013i00002KrYYiAAN,605221,,,,605221,605221-0,,0
0013i00002KrYYjAAN,605222,,,,605222,605222-0,,0
0013i00002KrYYkAAN,605224,,,,605224,605224-0,,0
0013i00002KrYYlAAN,605227,,,,605227,605227-0,,0
0013i00002KrYYmAAN,605234,,,,605234,605234-0,,0
0013i00002KrYYnAAN,605238,,,,605238,605238-0,,0
0013i00002KrYYoAAN,605244,,,,605244,605244-0,,0
0013i00002KrYYpAAN,605246,,,,605246,605246-0,,0
0013i00002KrYYqAAN,605254,,,,605254,605254-0,,0
0013i00002KrYYrAAN,605255,,,,605255,605255-0,,0
0013i00002KrYYsAAN,605259,,,,605259,605259-0,,0
0013i00002KrYYtAAN,605263,,,2023-06-01,605263,605263-0,,258.4
0013i00002KrYYuAAN,605266,,,,605266,605266-0,,0
0013i00002KrYYvAAN,605274,,,,605274,605274-0,,0
0013i00002KrYYwAAN,605278,,,,605278,605278-0,,0
0013i00002KrYYxAAN,605280,,,,605280,605280-0,,0
0013i00002KrYYyAAN,605282,,,,605282,605282-0,,0
0013i00002KrYYzAAN,605289,,,,605289,605289-0,,0
0013i00002KrYZ0AAN,605300,,,2023-03-01,605300,605300-0,,972
0013i00002KrYZ1AAN,605302,,,,605302,605302-0,,0
0013i00002KrYZ2AAN,605306,,,,605306,605306-0,,0
0013i00002KrYZ3AAN,605308,,,,605308,605308-0,,0
0013i00002KrYZ4AAN,605314,,,,605314,605314-0,,0
0013i00002KrYZ5AAN,605317,,,,605317,605317-0,,0
0013i00002KrYZ6AAN,605325,,,,605325,605325-0,,0
0013i00002KrYZ7AAN,605329,,,,605329,605329-0,,0
0013i00002KrYZ8AAN,605331,,,,605331,605331-0,,0
0013i00002KrYZ9AAN,605334,,,,605334,605334-0,,0
0013i00002KrYZAAA3,605335,,,,605335,605335-0,,0
0013i00002KrYZCAA3,605337,,,,605337,605337-0,,0
0013i00002KrYZDAA3,605339,,,,605339,605339-0,,0
0013i00002KrYZFAA3,605345,,,,605345,605345-0,,0
0013i00002KrYZGAA3,605346,,,,605346,605346-0,,0
0013i00002KrYZHAA3,605348,,,,605348,605348-0,,0
0013i00002KrYZIAA3,605352,,,,605352,605352-0,,0
0013i00002KrYZJAA3,605355,,,,605355,605355-0,,0
0013i00002KrYZKAA3,605356,,,,605356,605356-0,,0
0013i00002KrYZMAA3,605360,,,,605360,605360-0,,0
0013i00002KrYZNAA3,605362,,,,605362,605362-0,,0
0013i00002KrYZQAA3,605367,,,,605367,605367-0,,0
0013i00002KrYZRAA3,605370,,,,605370,605370-0,,0
0013i00002KrYZSAA3,605373,,,,605373,605373-0,,0
0013i00002KrYZTAA3,605377,,,,605377,605377-0,,0
0013i00002KrYZUAA3,605378,,,,605378,605378-0,,0
0013i00002KrYZVAA3,605387,,,,605387,605387-0,,0
0013i00002KrYZWAA3,605391,,,,605391,605391-0,,0
0013i00002KrYZXAA3,605392,,,,605392,605392-0,,0
0013i00002KrYZYAA3,605399,,,,605399,605399-0,,0
0013i00002KrYZZAA3,605400,,,,605400,605400-0,,0
0013i00002KrYZaAAN,605401,,,,605401,605401-0,,0
0013i00002KrYZbAAN,605403,,,,605403,605403-0,,0
0013i00002KrYZcAAN,605406,,,,605406,605406-0,,0
0013i00002KrYZdAAN,605410,,,,605410,605410-0,,0
0013i00002KrYcXAAV,605411,,,,605411,605411-0,,0
0013i00002KrYcYAAV,605412,,,,605412,605412-0,,0
0013i00002KrYcZAAV,605418,,,,605418,605418-0,,0
0013i00002KrYcaAAF,605425,,,,605425,605425-0,,0
0013i00002KrYcbAAF,605435,,,,605435,605435-0,,0
0013i00002KrYccAAF,605442,,,,605442,605442-0,,0
0013i00002KrYceAAF,605446,,,,605446,605446-0,,0
0013i00002KrYcfAAF,605449,,,,605449,605449-0,,0
0013i00002KrYciAAF,605457,,,,605457,605457-0,,0
0013i00002KrYcjAAF,605458,,,,605458,605458-0,,0
0013i00002KrYckAAF,605459,,,,605459,605459-0,,0
0013i00002KrYclAAF,605460,,,,605460,605460-0,,0
0013i00002KrYcmAAF,605465,,,,605465,605465-0,,0
0013i00002KrYcnAAF,605473,,,,605473,605473-0,,0
0013i00002KrYcoAAF,605476,,,,605476,605476-0,,0
0013i00002KrYcpAAF,605482,,,,605482,605482-0,,0
0013i00002KrYcqAAF,605485,,,,605485,605485-0,,0
0013i00002KrYcrAAF,605486,,,,605486,605486-0,,0
0013i00002KrYcsAAF,605487,,,,605487,605487-0,,0
0013i00002KrYctAAF,605488,,,,605488,605488-0,,0
0013i00002KrYcvAAF,605497,,,,605497,605497-0,,0
0013i00002KrYcwAAF,605501,,,,605501,605501-0,,0
0013i00002KrYcxAAF,605502,,,,605502,605502-0,,0
0013i00002KrYcyAAF,605504,,,,605504,605504-0,,0
0013i00002KrYczAAF,605507,,,,605507,605507-0,,0
0013i00002KrYd0AAF,605524,,,,605524,605524-0,,0
0013i00002KrYd1AAF,605525,,,,605525,605525-0,,0
0013i00002KrYd2AAF,605532,,,,605532,605532-0,,0
0013i00002KrYd3AAF,605533,,,,605533,605533-0,,0
0013i00002KrYd4AAF,605535,,,,605535,605535-0,,0
0013i00002KrYd5AAF,605536,,,,605536,605536-0,,0
0013i00002KrYd6AAF,605538,,,,605538,605538-0,,0
0013i00002KrYd7AAF,605540,,,,605540,605540-0,,0
0013i00002KrYd8AAF,605544,,,,605544,605544-0,,0
0013i00002KrYd9AAF,605545,,,,605545,605545-0,,0
0013i00002KrYdAAAV,605572,,,,605572,605572-0,,0
0013i00002KrYdBAAV,605576,,,,605576,605576-0,,0
0013i00002KrYdCAAV,605577,,,,605577,605577-0,,0
0013i00002KrYdDAAV,605583,,,,605583,605583-0,,0
0013i00002KrYdFAAV,605586,,,,605586,605586-0,,0
0013i00002KrYdGAAV,605588,,,,605588,605588-0,,0
0013i00002KrYdHAAV,605591,,,,605591,605591-0,,0
0013i00002KrYdIAAV,605602,,,,605602,605602-0,,0
0013i00002KrYdJAAV,605604,,,,605604,605604-0,,0
0013i00002KrYdKAAV,605613,,,,605613,605613-0,,0
0013i00002KrYdLAAV,605617,,,,605617,605617-0,,0
0013i00002KrYdMAAV,605618,,,,605618,605618-0,,0
0013i00002KrYdNAAV,605621,,,,605621,605621-0,,0
0013i00002KrYdOAAV,605622,,,,605622,605622-0,,0
0013i00002KrYdPAAV,605628,,,,605628,605628-0,,0
0013i00002KrYdQAAV,605631,,,,605631,605631-0,,0
0013i00002KrYdRAAV,605634,,,,605634,605634-0,,0
0013i00002KrYdSAAV,605635,,,,605635,605635-0,,0
0013i00002KrYdTAAV,605643,,,,605643,605643-0,,0
0013i00002KrYdUAAV,605645,,,,605645,605645-0,,0
0013i00002KrYdXAAV,605657,,,,605657,605657-0,,0
0013i00002KrYdYAAV,605664,,,,605664,605664-0,,0
0013i00002KrYdZAAV,605666,,,,605666,605666-0,,0
0013i00002KrYdaAAF,605673,,,,605673,605673-0,,0
0013i00002KrYdbAAF,605677,,,,605677,605677-0,,0
0013i00002KrYdcAAF,605682,,,,605682,605682-0,,0
0013i00002KrYddAAF,605683,,,,605683,605683-0,,0
0013i00002KrYdfAAF,605692,,,,605692,605692-0,,0
0013i00002KrYdgAAF,605695,,,,605695,605695-0,,0
0013i00002KrYdhAAF,605697,,,,605697,605697-0,,0
0013i00002KrYdiAAF,605698,,,,605698,605698-0,,0
0013i00002KrYdjAAF,605701,,,,605701,605701-0,,0
0013i00002KrYdkAAF,605708,,,,605708,605708-0,,0
0013i00002KrYdlAAF,605709,,,,605709,605709-0,,0
0013i00002KrYdmAAF,605712,,,,605712,605712-0,,0
0013i00002KrYdnAAF,605714,,,,605714,605714-0,,0
0013i00002KrYdoAAF,605722,,,,605722,605722-0,,0
0013i00002KrYdpAAF,605725,,,,605725,605725-0,,0
0013i00002KrYdqAAF,605731,,,,605731,605731-0,,0
0013i00002KrYdrAAF,605736,,,,605736,605736-0,,0
0013i00002KrYdsAAF,605740,,,,605740,605740-0,,0
0013i00002KrYdtAAF,605743,,,,605743,605743-0,,0
0013i00002KrYduAAF,605749,,,,605749,605749-0,,0
0013i00002KrYdvAAF,605750,,,,605750,605750-0,,0
0013i00002KrYdwAAF,605753,,,,605753,605753-0,,0
0013i00002KrYdxAAF,605754,,,,605754,605754-0,,0
0013i00002KrYdyAAF,605756,,,,605756,605756-0,,0
0013i00002KrYdzAAF,605758,,,,605758,605758-0,,0
0013i00002KrYe0AAF,605768,,,,605768,605768-0,,0
0013i00002KrYe1AAF,605769,,,,605769,605769-0,,0
0013i00002KrYe2AAF,605778,,,,605778,605778-0,,0
0013i00002KrYe3AAF,605781,,,,605781,605781-0,,0
0013i00002KrYe4AAF,605785,,,,605785,605785-0,,0
0013i00002KrYe5AAF,605787,,,,605787,605787-0,,0
0013i00002KrYe6AAF,605792,,,,605792,605792-0,,0
0013i00002KrYe7AAF,605797,,,2023-06-01,605797,605797-0,,323
0013i00002KrYe8AAF,605799,,,,605799,605799-0,,0
0013i00002KrYe9AAF,605804,,,,605804,605804-0,,0
0013i00002KrYeBAAV,605807,,,,605807,605807-0,,0
0013i00002KrYeEAAV,605810,,,,605810,605810-0,,0
0013i00002KrYeFAAV,605811,,,,605811,605811-0,,0
0013i00002KrYeGAAV,605817,,,,605817,605817-0,,0
0013i00002KrYeHAAV,605818,,,,605818,605818-0,,0
0013i00002KrYeIAAV,605819,,,,605819,605819-0,,0
0013i00002KrYeJAAV,605822,,,,605822,605822-0,,0
0013i00002KrYeKAAV,605823,,,,605823,605823-0,,0
0013i00002KrYeLAAV,605826,,,,605826,605826-0,,0
0013i00002KrYeMAAV,605828,,,,605828,605828-0,,0
0013i00002KrYeNAAV,605830,,,,605830,605830-0,,0
0013i00002KrYeOAAV,605834,,,,605834,605834-0,,0
0013i00002KrYePAAV,605839,,,,605839,605839-0,,0
0013i00002KrYeRAAV,605847,,,,605847,605847-0,,0
0013i00002KrYeSAAV,605848,,,,605848,605848-0,,0
0013i00002KrYeTAAV,605861,,,,605861,605861-0,,0
0013i00002KrYeUAAV,605866,,,,605866,605866-0,,0
0013i00002KrYeVAAV,605868,,,,605868,605868-0,,0
